seed,condition,tx_ibo_db,rx_backoff_db,mode,modulation,snr_db,delta_pd,delta_lo,delta_hi
101,tx_0dB,0.0,,recalibrated,16qam,-8,0.445,0.414975,0.475
101,tx_0dB,0.0,,recalibrated,32qam,-8,0.431,0.4,0.461
101,tx_0dB,0.0,,frozen,bpsk,-6,0.05,0.037,0.063
101,tx_0dB,0.0,,frozen,qpsk,-6,0.009,0.003,0.015
101,tx_0dB,0.0,,frozen,16qam,-6,0.246,0.219,0.2720249999999999
101,tx_0dB,0.0,,frozen,32qam,-6,0.264,0.236,0.291
101,tx_0dB,0.0,,recalibrated,bpsk,-6,0.05,0.037,0.063
101,tx_0dB,0.0,,recalibrated,qpsk,-6,0.009,0.003,0.015
101,tx_0dB,0.0,,recalibrated,16qam,-6,0.246,0.219,0.2720249999999999
101,tx_0dB,0.0,,recalibrated,32qam,-6,0.264,0.236,0.291
101,tx_0dB,0.0,,frozen,bpsk,-4,0.013,0.006,0.02
101,tx_0dB,0.0,,frozen,qpsk,-4,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,16qam,-4,0.077,0.06,0.094
101,tx_0dB,0.0,,frozen,32qam,-4,0.072,0.056,0.088
101,tx_0dB,0.0,,recalibrated,bpsk,-4,0.013,0.006,0.02
101,tx_0dB,0.0,,recalibrated,qpsk,-4,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,16qam,-4,0.077,0.06,0.094
101,tx_0dB,0.0,,recalibrated,32qam,-4,0.072,0.056,0.088
101,tx_0dB,0.0,,frozen,bpsk,-2,0.003,0.0,0.007
101,tx_0dB,0.0,,frozen,qpsk,-2,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,16qam,-2,0.02,0.012,0.029
101,tx_0dB,0.0,,frozen,32qam,-2,0.023,0.014,0.033
101,tx_0dB,0.0,,recalibrated,bpsk,-2,0.003,0.0,0.007
101,tx_0dB,0.0,,recalibrated,qpsk,-2,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,16qam,-2,0.02,0.012,0.029
101,tx_0dB,0.0,,recalibrated,32qam,-2,0.023,0.014,0.033
101,tx_0dB,0.0,,frozen,bpsk,0,0.001,0.0,0.003
101,tx_0dB,0.0,,frozen,qpsk,0,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,16qam,0,0.002,0.0,0.005
101,tx_0dB,0.0,,frozen,32qam,0,0.003,0.0,0.007
101,tx_0dB,0.0,,recalibrated,bpsk,0,0.001,0.0,0.003
101,tx_0dB,0.0,,recalibrated,qpsk,0,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,16qam,0,0.002,0.0,0.005
101,tx_0dB,0.0,,recalibrated,32qam,0,0.003,0.0,0.007
101,tx_0dB,0.0,,frozen,bpsk,2,0.001,0.0,0.003
101,tx_0dB,0.0,,frozen,qpsk,2,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,16qam,2,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,32qam,2,0.001,0.0,0.003
101,tx_0dB,0.0,,recalibrated,bpsk,2,0.001,0.0,0.003
101,tx_0dB,0.0,,recalibrated,qpsk,2,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,16qam,2,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,32qam,2,0.001,0.0,0.003
101,tx_0dB,0.0,,frozen,bpsk,4,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,qpsk,4,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,16qam,4,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,32qam,4,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,bpsk,4,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,qpsk,4,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,16qam,4,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,32qam,4,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,bpsk,6,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,qpsk,6,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,16qam,6,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,32qam,6,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,bpsk,6,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,qpsk,6,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,16qam,6,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,32qam,6,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,bpsk,8,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,qpsk,8,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,16qam,8,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,32qam,8,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,bpsk,8,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,qpsk,8,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,16qam,8,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,32qam,8,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,bpsk,10,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,qpsk,10,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,16qam,10,0.0,0.0,0.0
101,tx_0dB,0.0,,frozen,32qam,10,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,bpsk,10,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,qpsk,10,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,16qam,10,0.0,0.0,0.0
101,tx_0dB,0.0,,recalibrated,32qam,10,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,bpsk,-10,0.344,0.314,0.3730249999999999
101,rx_12dB,,12.0,frozen,qpsk,-10,0.132,0.108,0.157
101,rx_12dB,,12.0,frozen,16qam,-10,0.452,0.419,0.484
101,rx_12dB,,12.0,frozen,32qam,-10,0.432,0.399,0.465
101,rx_12dB,,12.0,recalibrated,bpsk,-10,0.345,0.315,0.374
101,rx_12dB,,12.0,recalibrated,qpsk,-10,0.133,0.109,0.158
101,rx_12dB,,12.0,recalibrated,16qam,-10,0.448,0.414,0.47902499999999987
101,rx_12dB,,12.0,recalibrated,32qam,-10,0.431,0.398,0.4640249999999999
101,rx_12dB,,12.0,frozen,bpsk,-8,0.136,0.115,0.157
101,rx_12dB,,12.0,frozen,qpsk,-8,0.046,0.033,0.06
101,rx_12dB,,12.0,frozen,16qam,-8,0.433,0.403,0.4630249999999999
101,rx_12dB,,12.0,frozen,32qam,-8,0.433,0.401975,0.462
101,rx_12dB,,12.0,recalibrated,bpsk,-8,0.137,0.116,0.158
101,rx_12dB,,12.0,recalibrated,qpsk,-8,0.046,0.033,0.06
101,rx_12dB,,12.0,recalibrated,16qam,-8,0.434,0.40397500000000003,0.4640249999999999
101,rx_12dB,,12.0,recalibrated,32qam,-8,0.432,0.400975,0.461
101,rx_12dB,,12.0,frozen,bpsk,-6,0.032,0.021,0.043
101,rx_12dB,,12.0,frozen,qpsk,-6,0.008,0.003,0.014
101,rx_12dB,,12.0,frozen,16qam,-6,0.223,0.197,0.248
101,rx_12dB,,12.0,frozen,32qam,-6,0.259,0.231,0.287
101,rx_12dB,,12.0,recalibrated,bpsk,-6,0.032,0.021,0.043
101,rx_12dB,,12.0,recalibrated,qpsk,-6,0.008,0.003,0.014
101,rx_12dB,,12.0,recalibrated,16qam,-6,0.226,0.2,0.251
101,rx_12dB,,12.0,recalibrated,32qam,-6,0.259,0.231,0.287
101,rx_12dB,,12.0,frozen,bpsk,-4,0.006,0.002,0.011
101,rx_12dB,,12.0,frozen,qpsk,-4,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,16qam,-4,0.073,0.056,0.09
101,rx_12dB,,12.0,frozen,32qam,-4,0.07,0.054,0.08602499999999985
101,rx_12dB,,12.0,recalibrated,bpsk,-4,0.007,0.002,0.012
101,rx_12dB,,12.0,recalibrated,qpsk,-4,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,16qam,-4,0.073,0.056,0.09
101,rx_12dB,,12.0,recalibrated,32qam,-4,0.07,0.054,0.08602499999999985
101,rx_12dB,,12.0,frozen,bpsk,-2,0.002,0.0,0.005
101,rx_12dB,,12.0,frozen,qpsk,-2,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,16qam,-2,0.017,0.01,0.026
101,rx_12dB,,12.0,frozen,32qam,-2,0.018,0.01,0.027
101,rx_12dB,,12.0,recalibrated,bpsk,-2,0.002,0.0,0.005
101,rx_12dB,,12.0,recalibrated,qpsk,-2,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,16qam,-2,0.017,0.01,0.026
101,rx_12dB,,12.0,recalibrated,32qam,-2,0.018,0.01,0.027
101,rx_12dB,,12.0,frozen,bpsk,0,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,qpsk,0,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,16qam,0,0.003,0.0,0.007
101,rx_12dB,,12.0,frozen,32qam,0,0.005,0.001,0.01
101,rx_12dB,,12.0,recalibrated,bpsk,0,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,qpsk,0,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,16qam,0,0.003,0.0,0.007
101,rx_12dB,,12.0,recalibrated,32qam,0,0.005,0.001,0.01
101,rx_12dB,,12.0,frozen,bpsk,2,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,qpsk,2,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,16qam,2,0.002,0.0,0.005
101,rx_12dB,,12.0,frozen,32qam,2,0.001,0.0,0.003
101,rx_12dB,,12.0,recalibrated,bpsk,2,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,qpsk,2,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,16qam,2,0.002,0.0,0.005
101,rx_12dB,,12.0,recalibrated,32qam,2,0.001,0.0,0.003
101,rx_12dB,,12.0,frozen,bpsk,4,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,qpsk,4,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,16qam,4,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,32qam,4,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,bpsk,4,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,qpsk,4,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,16qam,4,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,32qam,4,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,bpsk,6,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,qpsk,6,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,16qam,6,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,32qam,6,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,bpsk,6,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,qpsk,6,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,16qam,6,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,32qam,6,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,bpsk,8,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,qpsk,8,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,16qam,8,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,32qam,8,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,bpsk,8,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,qpsk,8,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,16qam,8,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,32qam,8,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,bpsk,10,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,qpsk,10,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,16qam,10,0.0,0.0,0.0
101,rx_12dB,,12.0,frozen,32qam,10,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,bpsk,10,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,qpsk,10,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,16qam,10,0.0,0.0,0.0
101,rx_12dB,,12.0,recalibrated,32qam,10,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,bpsk,-10,0.341,0.311975,0.37
101,rx_6dB,,6.0,frozen,qpsk,-10,0.138,0.113,0.163
101,rx_6dB,,6.0,frozen,16qam,-10,0.449,0.415,0.48002499999999987
101,rx_6dB,,6.0,frozen,32qam,-10,0.434,0.401,0.468
101,rx_6dB,,6.0,recalibrated,bpsk,-10,0.343,0.313975,0.3720249999999999
101,rx_6dB,,6.0,recalibrated,qpsk,-10,0.138,0.113,0.163
101,rx_6dB,,6.0,recalibrated,16qam,-10,0.439,0.405,0.471
101,rx_6dB,,6.0,recalibrated,32qam,-10,0.43,0.397975,0.464
101,rx_6dB,,6.0,frozen,bpsk,-8,0.131,0.11,0.152
101,rx_6dB,,6.0,frozen,qpsk,-8,0.048,0.035,0.061
101,rx_6dB,,6.0,frozen,16qam,-8,0.447,0.417,0.47702499999999987
101,rx_6dB,,6.0,frozen,32qam,-8,0.438,0.406,0.467
101,rx_6dB,,6.0,recalibrated,bpsk,-8,0.133,0.112,0.154
101,rx_6dB,,6.0,recalibrated,qpsk,-8,0.051,0.037,0.065
101,rx_6dB,,6.0,recalibrated,16qam,-8,0.447,0.417,0.47702499999999987
101,rx_6dB,,6.0,recalibrated,32qam,-8,0.437,0.405,0.467
101,rx_6dB,,6.0,frozen,bpsk,-6,0.031,0.02,0.042
101,rx_6dB,,6.0,frozen,qpsk,-6,0.006,0.002,0.011
101,rx_6dB,,6.0,frozen,16qam,-6,0.22,0.194,0.245
101,rx_6dB,,6.0,frozen,32qam,-6,0.253,0.225975,0.28
101,rx_6dB,,6.0,recalibrated,bpsk,-6,0.032,0.021,0.043
101,rx_6dB,,6.0,recalibrated,qpsk,-6,0.007,0.002,0.013
101,rx_6dB,,6.0,recalibrated,16qam,-6,0.224,0.198,0.249
101,rx_6dB,,6.0,recalibrated,32qam,-6,0.258,0.23,0.28502499999999986
101,rx_6dB,,6.0,frozen,bpsk,-4,0.004,0.001,0.008
101,rx_6dB,,6.0,frozen,qpsk,-4,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,16qam,-4,0.074,0.057,0.091
101,rx_6dB,,6.0,frozen,32qam,-4,0.068,0.052975,0.085
101,rx_6dB,,6.0,recalibrated,bpsk,-4,0.004,0.001,0.008
101,rx_6dB,,6.0,recalibrated,qpsk,-4,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,16qam,-4,0.075,0.058,0.092
101,rx_6dB,,6.0,recalibrated,32qam,-4,0.07,0.054,0.08602499999999985
101,rx_6dB,,6.0,frozen,bpsk,-2,0.002,0.0,0.005
101,rx_6dB,,6.0,frozen,qpsk,-2,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,16qam,-2,0.018,0.01,0.027
101,rx_6dB,,6.0,frozen,32qam,-2,0.018,0.01,0.027
101,rx_6dB,,6.0,recalibrated,bpsk,-2,0.002,0.0,0.005
101,rx_6dB,,6.0,recalibrated,qpsk,-2,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,16qam,-2,0.019,0.011,0.028
101,rx_6dB,,6.0,recalibrated,32qam,-2,0.018,0.01,0.027
101,rx_6dB,,6.0,frozen,bpsk,0,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,qpsk,0,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,16qam,0,0.003,0.0,0.007
101,rx_6dB,,6.0,frozen,32qam,0,0.005,0.001,0.01
101,rx_6dB,,6.0,recalibrated,bpsk,0,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,qpsk,0,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,16qam,0,0.003,0.0,0.007
101,rx_6dB,,6.0,recalibrated,32qam,0,0.005,0.001,0.01
101,rx_6dB,,6.0,frozen,bpsk,2,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,qpsk,2,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,16qam,2,0.002,0.0,0.005
101,rx_6dB,,6.0,frozen,32qam,2,0.001,0.0,0.003
101,rx_6dB,,6.0,recalibrated,bpsk,2,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,qpsk,2,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,16qam,2,0.002,0.0,0.005
101,rx_6dB,,6.0,recalibrated,32qam,2,0.001,0.0,0.003
101,rx_6dB,,6.0,frozen,bpsk,4,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,qpsk,4,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,16qam,4,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,32qam,4,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,bpsk,4,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,qpsk,4,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,16qam,4,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,32qam,4,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,bpsk,6,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,qpsk,6,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,16qam,6,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,32qam,6,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,bpsk,6,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,qpsk,6,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,16qam,6,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,32qam,6,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,bpsk,8,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,qpsk,8,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,16qam,8,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,32qam,8,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,bpsk,8,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,qpsk,8,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,16qam,8,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,32qam,8,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,bpsk,10,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,qpsk,10,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,16qam,10,0.0,0.0,0.0
101,rx_6dB,,6.0,frozen,32qam,10,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,bpsk,10,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,qpsk,10,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,16qam,10,0.0,0.0,0.0
101,rx_6dB,,6.0,recalibrated,32qam,10,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,bpsk,-10,0.349,0.319,0.378
101,rx_0dB,,0.0,frozen,qpsk,-10,0.151,0.126,0.176
101,rx_0dB,,0.0,frozen,16qam,-10,0.445,0.412,0.477
101,rx_0dB,,0.0,frozen,32qam,-10,0.417,0.384,0.45
101,rx_0dB,,0.0,recalibrated,bpsk,-10,0.344,0.315,0.373
101,rx_0dB,,0.0,recalibrated,qpsk,-10,0.147,0.122,0.172
101,rx_0dB,,0.0,recalibrated,16qam,-10,0.433,0.4,0.465
101,rx_0dB,,0.0,recalibrated,32qam,-10,0.401,0.367,0.4340249999999999
101,rx_0dB,,0.0,frozen,bpsk,-8,0.142,0.122,0.164
101,rx_0dB,,0.0,frozen,qpsk,-8,0.053,0.039,0.068
101,rx_0dB,,0.0,frozen,16qam,-8,0.458,0.428,0.489
101,rx_0dB,,0.0,frozen,32qam,-8,0.45,0.42,0.48002499999999987
101,rx_0dB,,0.0,recalibrated,bpsk,-8,0.141,0.121,0.162
101,rx_0dB,,0.0,recalibrated,qpsk,-8,0.052,0.038,0.067
101,rx_0dB,,0.0,recalibrated,16qam,-8,0.454,0.424,0.48402499999999987
101,rx_0dB,,0.0,recalibrated,32qam,-8,0.442,0.410975,0.473
101,rx_0dB,,0.0,frozen,bpsk,-6,0.029,0.019975000000000003,0.039024999999999865
101,rx_0dB,,0.0,frozen,qpsk,-6,0.008,0.003,0.014
101,rx_0dB,,0.0,frozen,16qam,-6,0.249,0.222,0.275
101,rx_0dB,,0.0,frozen,32qam,-6,0.266,0.239,0.294
101,rx_0dB,,0.0,recalibrated,bpsk,-6,0.029,0.019975000000000003,0.039024999999999865
101,rx_0dB,,0.0,recalibrated,qpsk,-6,0.008,0.003,0.014
101,rx_0dB,,0.0,recalibrated,16qam,-6,0.248,0.221,0.2740249999999999
101,rx_0dB,,0.0,recalibrated,32qam,-6,0.265,0.238,0.293
101,rx_0dB,,0.0,frozen,bpsk,-4,0.004,0.001,0.008
101,rx_0dB,,0.0,frozen,qpsk,-4,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,16qam,-4,0.094,0.076,0.113
101,rx_0dB,,0.0,frozen,32qam,-4,0.078,0.062,0.095
101,rx_0dB,,0.0,recalibrated,bpsk,-4,0.004,0.001,0.008
101,rx_0dB,,0.0,recalibrated,qpsk,-4,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,16qam,-4,0.093,0.075,0.112
101,rx_0dB,,0.0,recalibrated,32qam,-4,0.078,0.062,0.095
101,rx_0dB,,0.0,frozen,bpsk,-2,0.002,0.0,0.005
101,rx_0dB,,0.0,frozen,qpsk,-2,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,16qam,-2,0.02,0.012,0.029
101,rx_0dB,,0.0,frozen,32qam,-2,0.018,0.01,0.027
101,rx_0dB,,0.0,recalibrated,bpsk,-2,0.002,0.0,0.005
101,rx_0dB,,0.0,recalibrated,qpsk,-2,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,16qam,-2,0.02,0.012,0.029
101,rx_0dB,,0.0,recalibrated,32qam,-2,0.018,0.01,0.027
101,rx_0dB,,0.0,frozen,bpsk,0,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,qpsk,0,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,16qam,0,0.004,0.001,0.009
101,rx_0dB,,0.0,frozen,32qam,0,0.005,0.001,0.01
101,rx_0dB,,0.0,recalibrated,bpsk,0,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,qpsk,0,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,16qam,0,0.004,0.001,0.009
101,rx_0dB,,0.0,recalibrated,32qam,0,0.005,0.001,0.01
101,rx_0dB,,0.0,frozen,bpsk,2,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,qpsk,2,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,16qam,2,0.002,0.0,0.005
101,rx_0dB,,0.0,frozen,32qam,2,0.002,0.0,0.005
101,rx_0dB,,0.0,recalibrated,bpsk,2,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,qpsk,2,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,16qam,2,0.002,0.0,0.005
101,rx_0dB,,0.0,recalibrated,32qam,2,0.001,0.0,0.003
101,rx_0dB,,0.0,frozen,bpsk,4,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,qpsk,4,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,16qam,4,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,32qam,4,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,bpsk,4,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,qpsk,4,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,16qam,4,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,32qam,4,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,bpsk,6,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,qpsk,6,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,16qam,6,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,32qam,6,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,bpsk,6,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,qpsk,6,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,16qam,6,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,32qam,6,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,bpsk,8,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,qpsk,8,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,16qam,8,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,32qam,8,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,bpsk,8,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,qpsk,8,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,16qam,8,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,32qam,8,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,bpsk,10,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,qpsk,10,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,16qam,10,0.0,0.0,0.0
101,rx_0dB,,0.0,frozen,32qam,10,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,bpsk,10,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,qpsk,10,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,16qam,10,0.0,0.0,0.0
101,rx_0dB,,0.0,recalibrated,32qam,10,0.0,0.0,0.0
101,tx_9_rx_12dB,9.0,12.0,frozen,bpsk,-10,0.343,0.313975,0.3720249999999999
101,tx_9_rx_12dB,9.0,12.0,frozen,qpsk,-10,0.132,0.108,0.157
101,tx_9_rx_12dB,9.0,12.0,frozen,16qam,-10,0.451,0.418,0.48202499999999987
101,tx_9_rx_12dB,9.0,12.0,frozen,32qam,-10,0.432,0.399,0.465
101,tx_9_rx_12dB,9.0,12.0,recalibrated,bpsk,-10,0.344,0.314,0.3730249999999999
101,tx_9_rx_12dB,9.0,12.0,recalibrated,qpsk,-10,0.133,0.109,0.158
101,tx_9_rx_12dB,9.0,12.0,recalibrated,16qam,-10,0.449,0.415,0.48002499999999987
101,tx_9_rx_12dB,9.0,12.0,recalibrated,32qam,-10,0.432,0.399,0.465
101,tx_9_rx_12dB,9.0,12.0,frozen,bpsk,-8,0.136,0.115,0.157
101,tx_9_rx_12dB,9.0,12.0,frozen,qpsk,-8,0.046,0.033,0.06
101,tx_9_rx_12dB,9.0,12.0,frozen,16qam,-8,0.435,0.404,0.4650249999999999
101,tx_9_rx_12dB,9.0,12.0,frozen,32qam,-8,0.434,0.402,0.463
101,tx_9_rx_12dB,9.0,12.0,recalibrated,bpsk,-8,0.136,0.115,0.157
101,tx_9_rx_12dB,9.0,12.0,recalibrated,qpsk,-8,0.046,0.033,0.06
101,tx_9_rx_12dB,9.0,12.0,recalibrated,16qam,-8,0.435,0.404,0.4650249999999999
101,tx_9_rx_12dB,9.0,12.0,recalibrated,32qam,-8,0.434,0.402,0.463
101,tx_9_rx_12dB,9.0,12.0,frozen,bpsk,-6,0.032,0.021,0.043
101,tx_9_rx_12dB,9.0,12.0,frozen,qpsk,-6,0.008,0.003,0.014
101,tx_9_rx_12dB,9.0,12.0,frozen,16qam,-6,0.224,0.198,0.249
101,tx_9_rx_12dB,9.0,12.0,frozen,32qam,-6,0.261,0.234,0.289
